ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Dependents,Property_Area,Loan_Status
28339,90947,6642511,1,1,Semiurban,1
161906,0,5088018,1,0,Rural,1
141378,0,189624,1,0,Rural,1
44543,0,4710245,0,0,Semiurban,0
50930,90947,588946,0,3,Semiurban,0
187146,90947,611104,1,0,Rural,1
44044,90947,6396611,0,0,Rural,0
93673,90947,739708,1,1,Rural,1
180977,90947,3069012,0,2,Rural,0
127997,90947,4152680,1,0,Urban,0
98725,0,5343918,1,1,Semiurban,1
41012,0,4985319,1,0,Urban,0
93513,0,5757003,1,1,Semiurban,1
112585,90947,4301773,1,2,Semiurban,1
36694,90947,4036487,1,0,Urban,1
190460,0,2156124,1,0,Rural,1
113760,90947,5393711,1,2,Urban,1
47835,90947,5687808,1,0,Rural,1
133777,90947,1043885,1,3,Rural,1
33186,90947,4258344,1,0,Semiurban,1
175617,90947,2314998,1,0,Urban,1
59391,90947,6961389,1,0,Urban,1
120858,0,2313285,0,1,Semiurban,1
119199,90947,5220494,0,0,Rural,0
191860,0,4082157,1,0,Rural,1
43401,90947,1048873,1,0,Urban,1
112764,0,295217,1,0,Rural,1
73611,90947,3603387,1,3,Urban,1
27202,0,2453212,1,2,Semiurban,0
48135,90947,2922323,1,0,Rural,1
103121,0,1720552,1,0,Rural,1
128944,0,1446523,1,3,Rural,1
128765,90947,618748,1,0,Urban,1
78535,90947,2567891,1,0,Urban,1
160969,90947,1540394,1,2,Semiurban,1
132328,90947,4690035,0,0,Rural,0
167363,0,1404616,1,2,Urban,1
199480,0,3097129,1,0,Rural,0
150579,90947,2407138,1,1,Rural,0
130473,0,3202387,1,1,Urban,1
174926,90947,3335355,1,3,Rural,1
128056,90947,3915476,0,2,Rural,0
30475,90947,1390967,1,0,Urban,1
190977,90947,6238345,1,1,Semiurban,1
94870,90947,5069437,1,1,Urban,1
99366,90947,3388970,1,3,Urban,1
138836,90947,2159327,1,3,Urban,0
107814,0,3371166,1,2,Semiurban,1
99285,0,4361146,1,0,Semiurban,1
55185,90947,4882445,0,0,Rural,1
79398,90947,4490061,1,0,Semiurban,1
111682,90947,1173573,1,0,Semiurban,1
91593,90947,2597064,1,2,Semiurban,1
172499,90947,1271709,0,0,Urban,0
122518,90947,6055458,1,3,Urban,1
70535,0,5238703,1,0,Urban,0
124626,0,246569,1,2,Semiurban,1
129190,0,1829481,1,3,Urban,1
29060,0,5116321,1,0,Rural,0
196713,90947,3887205,1,0,Semiurban,1
159679,90947,5646665,1,0,Rural,1
78560,90947,336407,1,3,Rural,1
104610,90947,3102643,1,3,Rural,1
194936,0,2608960,1,1,Urban,1
47970,0,4715219,1,0,Rural,0
174282,0,4025218,1,2,Rural,1
59088,90947,1004951,1,1,Rural,1
26683,90947,2206366,1,0,Semiurban,1
149034,90947,6334785,1,1,Rural,1
115631,0,4943730,1,0,Rural,1
181624,0,6738289,1,0,Urban,1
126789,0,1646112,1,1,Rural,1
60321,0,5512743,1,1,Rural,0
193422,0,5625244,1,2,Rural,1
78565,0,6158764,1,0,Urban,0
135454,90947,3007756,1,2,Rural,1
189933,0,3478150,1,2,Rural,1
185236,90947,401920,1,3,Semiurban,1
97095,90947,3469911,0,0,Urban,0
128610,0,1240312,1,1,Urban,1
191035,90947,5720828,1,0,Rural,1
18532,0,2257222,1,0,Urban,0
129527,90947,3165749,1,3,Rural,1
166805,0,1467482,1,0,Semiurban,1
98463,90947,1436185,1,0,Urban,1
189186,0,5885356,1,1,Urban,1
20456,0,2357508,1,3,Urban,0
18413,90947,5695859,1,1,Urban,1
22085,90947,6116528,1,0,Semiurban,1
174009,90947,4721763,0,3,Semiurban,0
35563,90947,6811348,0,1,Semiurban,0
52575,90947,3212453,1,0,Rural,1
22386,90947,3045813,1,2,Semiurban,1
115244,90947,3491389,1,0,Rural,1
74150,90947,3597874,0,2,Semiurban,0
175644,90947,1076372,1,0,Urban,1
141053,90947,6334100,1,3,Urban,1
181343,90947,3474809,0,2,Urban,0
195882,90947,4882091,1,0,Rural,1
91566,0,1125194,1,1,Urban,1
159210,90947,6196512,1,0,Semiurban,1
144549,90947,1569133,1,1,Semiurban,1
193441,0,345421,1,2,Rural,1
161718,90947,1020465,1,0,Urban,1
43812,90947,442440,1,1,Rural,1
103958,90947,2048765,1,1,Rural,1
91181,0,2770676,1,1,Urban,1
29628,90947,2229890,1,1,Urban,1
39486,0,4635457,0,0,Urban,0
138934,90947,695069,0,0,Semiurban,0
54266,90947,6201432,1,1,Urban,1
103268,90947,6758045,1,0,Semiurban,1
61557,0,1449482,1,2,Urban,1
31494,90947,3634964,1,2,Rural,1
167643,0,3443640,1,0,Rural,1
49486,0,3817568,0,0,Rural,0
76635,90947,1013208,1,2,Rural,1
146197,0,6598626,1,2,Semiurban,1
63814,90947,6524961,1,3,Semiurban,1
138141,90947,3910429,0,1,Rural,1
165390,0,6051151,1,1,Urban,1
77363,0,5185838,1,1,Rural,0
58162,90947,4496771,1,0,Rural,1
142083,0,3715785,0,0,Semiurban,0
22590,0,3116949,1,3,Semiurban,0
49850,90947,3949322,1,0,Rural,1
158206,90947,5126365,1,0,Rural,1
145091,0,1785665,1,3,Urban,1
40230,0,2316357,1,0,Rural,1
30058,0,734899,1,0,Rural,1
94837,90947,4122325,1,0,Rural,1
118397,0,5727364,1,1,Rural,1
42039,0,6921887,1,0,Semiurban,0
53334,90947,3278681,1,3,Urban,1
58525,0,6297011,1,1,Rural,0
141681,0,4380830,1,0,Urban,1
99194,90947,805834,1,2,Urban,1
174515,0,4445049,1,0,Urban,1
18972,0,2512024,1,0,Urban,0
79936,0,5409912,1,0,Rural,1
106703,0,854458,1,1,Semiurban,1
124877,0,5549971,1,3,Semiurban,1
44519,0,5857885,0,3,Rural,0
117417,90947,5304074,0,1,Rural,0
90864,0,658820,1,2,Urban,1
70881,90947,3000616,0,0,Rural,0
39732,90947,3659241,1,0,Semiurban,1
163745,90947,1432925,0,2,Rural,0
90909,90947,1293125,1,3,Semiurban,1
20720,90947,158919,1,0,Semiurban,1
74115,90947,3604250,0,1,Urban,0
130843,90947,4157589,1,0,Semiurban,1
66940,90947,315861,1,1,Urban,0
151225,90947,4298645,1,0,Rural,1
86762,90947,3812632,1,2,Urban,1
184091,0,3214861,0,3,Rural,0
99833,0,6331719,1,0,Rural,1
162659,90947,5707612,1,0,Rural,1
33206,0,2167649,1,3,Rural,0
106471,90947,2150086,1,0,Semiurban,1
110169,90947,4304804,1,0,Urban,1
25736,0,2425577,1,0,Semiurban,0
121937,90947,3651960,1,2,Urban,1
153043,90947,3363820,0,0,Urban,0
71577,90947,2398231,0,1,Rural,0
171796,90947,1271784,1,0,Rural,1
146003,0,6955886,1,0,Rural,1
102702,90947,2734858,1,1,Urban,1
93694,90947,2111189,1,2,Urban,1
106310,90947,1544927,1,0,Urban,1
70155,90947,2997318,1,0,Rural,0
143491,90947,3182665,0,1,Urban,0
157180,90947,2806288,1,3,Urban,1
92613,90947,3977644,0,0,Rural,0
71938,0,1607417,1,0,Semiurban,1
116163,90947,2861894,1,0,Urban,1
83498,90947,3709112,1,1,Rural,1
32751,0,6819008,1,0,Rural,0
126161,90947,3854798,1,0,Semiurban,1
47390,90947,1615088,1,2,Urban,1
116213,90947,2887849,1,1,Rural,1
123712,90947,5670084,1,0,Urban,1
162065,0,3438706,1,1,Semiurban,1
75403,0,5820102,1,2,Urban,0
41859,0,3763105,1,2,Urban,0
166950,0,6599763,1,0,Semiurban,1
114124,90947,5591495,1,2,Urban,1
140940,90947,5056412,1,0,Urban,1
42100,90947,4494563,0,1,Rural,0
186095,90947,3693796,0,3,Semiurban,0
132350,0,3625924,1,1,Urban,1
193781,90947,4184015,1,0,Rural,1
136792,0,4731394,1,3,Semiurban,1
69524,0,3095762,1,3,Rural,0
117757,90947,5424326,1,3,Urban,1
100049,90947,3319192,1,3,Semiurban,1
59974,90947,2437643,1,1,Semiurban,1
192550,90947,1339967,1,2,Urban,1
68768,90947,6956202,1,1,Urban,1
63544,0,6979178,1,0,Urban,0
164122,90947,5794022,0,1,Semiurban,0
165856,0,1916968,1,1,Urban,1
26774,90947,362436,1,3,Semiurban,1
181040,0,4718389,1,0,Urban,1
92678,90947,2362852,0,0,Semiurban,0
65135,0,4765351,1,0,Rural,0
169079,0,1169959,1,1,Semiurban,1
40158,0,6969334,1,2,Rural,1
86587,0,2913599,1,0,Semiurban,1
150187,90947,6380309,1,1,Semiurban,1
74317,90947,3049109,1,0,Rural,1
21371,90947,6843571,1,0,Rural,0
109226,0,2307920,1,0,Semiurban,1
54355,90947,3267674,1,2,Rural,1
112956,90947,5945355,1,0,Rural,1
189447,90947,2463015,1,0,Rural,1
128538,90947,5578813,1,3,Rural,1
117126,90947,2512618,1,0,Semiurban,1
23338,90947,1269619,1,0,Urban,0
168079,0,2721954,1,1,Semiurban,1
17477,90947,552290,1,1,Semiurban,1
57423,90947,882760,1,0,Urban,1
90973,90947,2895758,1,2,Semiurban,1
194172,0,4901471,1,0,Urban,1
44236,90947,3344436,1,2,Semiurban,1
146440,0,5179752,0,0,Semiurban,0
40839,90947,700775,1,0,Rural,1
132537,90947,2961884,1,0,Rural,1
126902,90947,5883010,1,2,Urban,1
116051,90947,4948889,1,3,Urban,1
22139,0,961608,1,0,Semiurban,1
173213,0,317473,1,2,Urban,1
123314,90947,4793493,1,0,Rural,1
79262,90947,5878618,1,3,Urban,1
152776,0,6826854,1,0,Semiurban,1
147959,90947,2795568,1,0,Urban,1
26975,0,5194795,1,0,Rural,0
146616,90947,3055812,1,3,Rural,1
99984,0,2556402,1,2,Rural,0
103366,0,4550725,0,1,Semiurban,0
192395,90947,1281981,1,0,Semiurban,1
135491,0,2169286,1,0,Semiurban,1
65382,90947,254804,1,0,Urban,1
38926,90947,5098470,1,2,Urban,1
111538,90947,4172525,1,1,Urban,1
128117,90947,6262565,0,1,Semiurban,0
28333,90947,4159116,0,1,Rural,0
31942,90947,1714431,1,1,Urban,1
168519,0,5577334,1,0,Semiurban,1
89397,90947,5357170,1,0,Rural,1
170905,90947,3008078,1,0,Rural,1
36530,0,5536486,1,3,Semiurban,1
62060,0,5509675,1,1,Urban,1
96292,90947,4596042,1,1,Semiurban,1
56104,90947,5060924,0,0,Rural,0
17634,0,1359727,1,0,Rural,1
22288,90947,3535431,1,3,Semiurban,1
49253,90947,2716733,1,0,Rural,1
141628,90947,3778333,1,3,Rural,1
42005,90947,5289098,1,0,Semiurban,1
64824,90947,6054442,1,0,Rural,1
92702,0,4043119,1,0,Urban,1
199646,90947,387581,1,0,Rural,1
32798,0,2920987,1,1,Rural,0
175373,90947,2162503,1,2,Semiurban,1
70267,90947,378775,1,0,Semiurban,1
149966,90947,5879535,1,3,Rural,1
18846,90947,2555184,1,0,Semiurban,1
78571,90947,3297302,1,0,Urban,1
29481,90947,3333130,1,0,Semiurban,1
139908,90947,6650302,1,1,Rural,1
57154,0,3434274,1,0,Urban,0
197248,0,4353465,1,1,Semiurban,1
144447,0,4165283,1,1,Urban,1
23048,90947,1476640,1,0,Semiurban,1
42386,90947,1486178,1,1,Urban,1
179408,0,2322796,1,0,Semiurban,1
119794,0,2648371,1,1,Urban,1
169925,90947,2133425,1,3,Semiurban,1
49713,90947,4326481,1,0,Urban,1
162863,0,3283836,1,3,Rural,1
92481,90947,5503601,1,3,Urban,1
187645,0,1287642,1,2,Semiurban,1
54899,0,2453008,0,1,Urban,0
105217,90947,5801284,1,0,Rural,1
29975,0,1504977,1,0,Semiurban,1
88247,0,3985698,1,2,Semiurban,1
125295,0,4754648,1,3,Urban,1
134045,90947,6250000,1,2,Rural,1
27105,0,452478,1,3,Semiurban,1
64645,0,1331599,1,0,Rural,1
145291,90947,3421227,1,0,Rural,1
45146,0,5259700,1,0,Urban,0
149940,90947,357212,1,0,Rural,0
199609,0,4763866,1,3,Urban,0
59294,0,448795,1,0,Urban,0
90596,90947,4768319,1,2,Rural,1
151505,0,3301471,1,3,Rural,1
37612,0,5801605,1,3,Rural,0
163894,90947,2366143,1,1,Urban,0
49120,0,4204355,1,0,Semiurban,1
187076,90947,397315,1,2,Rural,1
36294,0,6841037,1,1,Rural,0
99300,90947,4042685,1,0,Urban,1
97119,0,3048128,0,0,Urban,0
96096,0,2223135,1,2,Urban,0
150496,90947,3191482,1,1,Semiurban,1
55615,90947,2768267,1,2,Urban,1
41863,90947,4821184,1,2,Semiurban,1
44469,0,3464868,0,1,Urban,0
118101,0,5888598,1,0,Rural,1
169256,90947,2648807,1,2,Rural,1
104446,90947,6844830,1,0,Rural,1
127613,0,5567395,1,0,Semiurban,1
132456,0,3354625,1,1,Urban,0
181247,0,4701806,1,1,Semiurban,1
78872,90947,4172017,1,3,Rural,1
47208,0,6006216,1,1,Urban,1
198517,0,6148268,1,1,Urban,1
66998,0,1885868,1,2,Rural,1
71994,0,2120692,1,0,Rural,1
198535,90947,5446834,1,0,Rural,1
74895,90947,1022464,1,2,Rural,1
47894,0,6739851,1,0,Semiurban,0
36990,0,319059,0,0,Semiurban,0
188652,90947,4456949,1,3,Semiurban,1
88230,0,5258272,1,1,Rural,1
51087,0,1951119,1,0,Urban,1
23673,0,2062736,1,1,Urban,0
184271,0,5447629,1,3,Semiurban,1
47187,0,4534560,0,2,Semiurban,0
38553,0,6573523,1,3,Rural,1
198359,90947,5669723,1,0,Urban,1
58780,0,6838320,1,3,Rural,0
119794,0,6131429,1,0,Urban,1
97158,0,6049847,0,0,Semiurban,0
16420,0,4903537,1,0,Urban,0
193512,90947,668308,0,0,Urban,0
59310,0,349194,1,0,Urban,1
58953,90947,4976576,1,0,Rural,1
19987,90947,5485813,1,2,Rural,1
191589,0,4593827,1,0,Rural,1
47456,90947,936688,1,1,Rural,1
133763,90947,3772845,1,1,Semiurban,1
184252,90947,6197651,1,1,Semiurban,0
100398,0,5532457,1,0,Rural,1
132183,90947,5271604,1,1,Semiurban,1
104782,0,4866036,1,1,Urban,1
137740,0,5705391,1,0,Rural,1
44681,90947,1590569,1,0,Rural,1
23323,0,3581150,1,3,Rural,0
82393,90947,4174665,0,0,Semiurban,0
193295,90947,6491067,1,0,Urban,1
111123,0,4846388,1,0,Urban,1
106354,0,2135979,1,3,Urban,1
171319,90947,5653078,1,2,Urban,1
113808,90947,833920,1,0,Rural,1
23484,0,1850321,1,3,Semiurban,0
176754,90947,6290352,1,0,Semiurban,1
85459,90947,2769283,1,1,Rural,1
142162,90947,3657221,1,0,Semiurban,1
188091,0,1674184,1,1,Rural,1
96456,90947,1233083,1,0,Semiurban,1
189335,0,2337027,1,2,Rural,1
168010,90947,1826291,1,0,Rural,1
69890,0,2092978,1,0,Urban,1
28319,0,3021373,1,0,Semiurban,1
122697,90947,6010008,1,0,Urban,1
141193,0,4183250,1,3,Urban,1
74432,0,6627227,1,2,Semiurban,0
152972,90947,3756584,1,1,Semiurban,1
82696,0,4598006,0,1,Rural,0
162308,0,3036283,1,0,Semiurban,1
71485,90947,1809966,1,1,Urban,1
137359,0,5996269,1,0,Rural,1
152293,0,6906229,1,1,Rural,1
40294,0,4309458,1,2,Semiurban,0
156110,0,2752954,1,0,Urban,1
199721,90947,5602932,1,3,Rural,1
169432,90947,5484735,1,2,Semiurban,1
23255,90947,3730154,1,0,Semiurban,1
124429,0,5154477,1,2,Rural,0
102464,90947,4045501,1,1,Rural,1
194241,0,4501920,1,0,Urban,1
146444,90947,1349132,1,3,Semiurban,1
199251,90947,454041,1,0,Semiurban,1
127848,90947,3843332,1,1,Urban,1
164970,90947,3185667,1,0,Rural,1
196155,90947,993640,1,0,Rural,0
38855,0,6078656,1,0,Rural,1
49758,90947,6715745,1,0,Urban,1
155679,0,1893129,0,2,Urban,0
120094,90947,5400356,0,0,Urban,0
89089,0,5474763,1,0,Semiurban,1
20383,90947,1303725,1,0,Rural,1
75112,90947,6698130,1,0,Rural,1
146787,90947,504541,1,0,Rural,1
155909,90947,767387,1,1,Urban,1
196771,0,3461967,1,0,Rural,0
94486,0,3648531,1,3,Semiurban,1
88528,90947,6367187,1,3,Rural,1
172889,90947,1205917,1,0,Semiurban,1
195875,90947,4085925,1,1,Urban,1
114354,90947,2943685,1,0,Semiurban,1
85278,90947,886381,1,0,Rural,1
28369,90947,5118562,1,2,Urban,1
75428,90947,6133667,0,3,Rural,0
151116,0,334030,1,0,Rural,0
80123,0,1118795,1,2,Rural,1
105914,0,3608648,1,1,Urban,0
153333,90947,6748540,1,0,Rural,0
33064,0,3092553,1,3,Semiurban,0
28690,90947,5557493,1,1,Rural,1
148129,0,3906176,0,2,Urban,0
116025,90947,1782266,0,3,Semiurban,0
183661,0,1831407,0,0,Rural,0
115867,90947,4540861,1,2,Semiurban,1
29559,0,4287652,1,1,Urban,1
159764,0,4592905,1,0,Urban,1
63429,90947,5051876,1,0,Urban,1
31972,90947,1123061,1,3,Semiurban,1
56530,90947,3927029,1,0,Semiurban,1
138297,0,3011065,1,3,Rural,1
16365,90947,3550354,1,2,Urban,1
64683,0,449251,1,0,Semiurban,1
109356,0,2902647,1,0,Rural,1
144406,90947,322410,1,1,Rural,1
73896,90947,6844519,1,0,Rural,1
114339,0,331649,1,0,Urban,1
164073,90947,6429993,1,0,Urban,1
152794,0,1228553,1,2,Semiurban,1
35100,90947,4743114,0,0,Urban,0
135763,0,2076955,1,1,Rural,1
163532,90947,2922343,1,0,Urban,1
76645,0,133092,1,3,Rural,1
84551,0,6073592,1,2,Rural,1
19840,90947,1086169,1,2,Rural,0
196136,0,4534828,0,0,Rural,0
101069,90947,6661216,0,0,Semiurban,0
100990,90947,5948553,1,0,Semiurban,1
63105,0,3155078,1,1,Rural,1
20699,0,5156115,1,0,Rural,1
151994,90947,3034455,1,0,Rural,1
170991,0,179051,1,0,Rural,0
172580,90947,1570042,1,0,Urban,1
102200,0,3992266,1,0,Urban,1
112806,90947,1454122,1,1,Semiurban,1
171350,0,6880172,1,0,Urban,1
160934,0,5484089,0,3,Semiurban,0
159670,90947,1149321,1,3,Semiurban,1
141473,90947,2485740,1,0,Rural,1
170846,0,4275968,1,0,Semiurban,1
198456,90947,5384246,1,0,Rural,1
17822,0,3097942,1,0,Urban,0
183324,0,6730391,0,1,Urban,0
105585,0,132186,0,1,Semiurban,0
102420,90947,1442348,1,1,Semiurban,1
28052,0,4313392,1,1,Rural,0
98574,90947,2502345,1,2,Semiurban,1
145171,90947,952834,1,0,Semiurban,1
134879,90947,447053,1,0,Rural,1
159341,0,4228032,1,1,Urban,1
31551,90947,5394847,1,0,Semiurban,1
84915,90947,3320703,1,2,Rural,1
22661,90947,1859067,1,0,Rural,1
87503,90947,4105378,0,3,Rural,0
110406,90947,249800,1,0,Semiurban,1
100930,0,1113415,1,0,Rural,1
159603,0,473082,1,0,Semiurban,1
167442,0,5801472,1,3,Urban,1
199072,90947,3416351,1,0,Rural,1
164637,0,3161527,1,3,Rural,1
139534,90947,1617391,1,1,Urban,1
146904,0,6163028,1,0,Urban,1
193050,90947,4147178,0,1,Urban,0
156257,90947,2578302,1,0,Semiurban,1
149564,90947,5200565,1,3,Semiurban,1
73859,90947,3678599,0,0,Semiurban,0
59630,0,4974811,1,3,Urban,1
186656,90947,1387987,1,3,Urban,1
16076,90947,2418880,1,0,Semiurban,1
128868,0,1954166,1,0,Urban,1
180211,90947,6378607,1,0,Urban,1
183774,90947,3710405,1,2,Semiurban,0
173607,0,6748195,1,3,Urban,1
113343,90947,5650801,1,0,Rural,1
78705,0,321323,1,0,Rural,0
174270,90947,6876700,0,0,Rural,0
129870,0,2010181,1,0,Semiurban,1
110395,90947,493279,1,3,Urban,1
118800,90947,3536670,1,3,Rural,1
60760,0,3512441,1,0,Urban,1
138476,90947,5676199,0,0,Semiurban,1
50276,0,512796,1,1,Urban,1
76913,0,961814,1,1,Semiurban,1
88608,90947,1763502,1,3,Rural,1
28348,90947,199520,1,1,Rural,1
61678,0,6488982,1,3,Rural,1
160024,90947,3578545,1,1,Semiurban,1
129369,0,2781506,1,0,Rural,1
15318,0,4475228,1,0,Urban,0
92354,0,444088,1,2,Urban,1
41011,0,3999809,1,0,Rural,0
33787,0,5389584,1,0,Rural,1
127286,90947,3778518,0,1,Rural,0
124160,0,111276,1,0,Semiurban,1
158588,0,950549,1,0,Semiurban,1
114032,90947,5151444,1,1,Urban,1
180127,90947,4579458,1,3,Urban,1
117305,90947,6256558,1,3,Semiurban,1
23752,90947,139483,1,1,Rural,1
139345,90947,1590788,0,0,Urban,1
95506,90947,5972732,1,3,Urban,1
125382,0,4770936,0,3,Urban,0
113328,90947,2899132,1,2,Semiurban,1
163610,90947,1689900,1,1,Rural,1
27657,90947,5591630,1,0,Urban,1
163915,0,5751378,1,3,Urban,1
96119,90947,1605501,0,1,Urban,0
36491,90947,4256904,1,0,Urban,1
118010,90947,1967920,1,0,Urban,1
192503,0,1736241,1,0,Semiurban,1
143801,90947,3162569,1,3,Semiurban,1
57180,0,5623781,1,0,Rural,0
33540,90947,2173376,1,0,Rural,1
22943,90947,1344247,1,1,Semiurban,1
135730,0,1233990,1,0,Semiurban,1
23911,0,6888752,1,0,Urban,1
186326,0,5735073,1,0,Rural,1
78000,90947,4742728,1,0,Rural,1
84305,90947,2691363,0,1,Semiurban,0
17479,90947,5859403,1,3,Semiurban,1
25112,90947,671643,0,3,Urban,1
124575,90947,3255860,1,0,Rural,1
61809,90947,5523532,0,2,Rural,0
47205,90947,4497683,0,1,Rural,0
152629,90947,1993610,1,0,Urban,1
182170,90947,815640,0,2,Semiurban,0
184862,90947,469859,1,0,Urban,1
125947,90947,4891968,1,3,Rural,1
49826,90947,2732034,1,0,Rural,1
168146,90947,5763583,0,3,Urban,0
141201,90947,2294101,1,3,Rural,1
102691,0,5352650,1,3,Semiurban,1
131558,90947,3515269,0,2,Rural,0
116925,90947,2905623,1,0,Rural,1
111320,90947,3680374,1,2,Urban,1
47401,90947,1104786,0,1,Rural,0
157637,0,3638681,1,1,Semiurban,0
105236,0,2951642,0,2,Rural,0
79702,0,1962503,1,0,Urban,1
195998,0,5792714,1,0,Semiurban,1
157184,90947,3226371,1,0,Rural,0
94297,90947,6401959,1,3,Urban,1
123327,90947,1298810,1,0,Urban,0
154957,0,1528287,1,3,Semiurban,1
147448,0,3511685,1,2,Semiurban,1
152011,90947,3836256,0,1,Rural,0
188021,90947,1394883,1,2,Urban,1
148918,0,5680825,1,1,Semiurban,1
87353,90947,6544302,1,0,Urban,1
22430,0,2834148,1,3,Rural,0
172400,0,2881429,1,0,Semiurban,1
157223,90947,4504229,1,0,Semiurban,1
173691,0,5874158,1,1,Rural,1
49484,0,855918,1,0,Urban,1
139506,0,6965716,1,0,Urban,1
173736,90947,4242742,1,1,Semiurban,1
152852,90947,5516407,0,0,Rural,1
43604,90947,957630,1,2,Urban,1
122385,90947,3908477,1,2,Urban,1
32762,0,6219409,1,1,Urban,0
134272,0,1721560,1,2,Urban,1
169837,0,3515271,1,2,Rural,1
183115,90947,954882,0,2,Urban,1
104230,90947,6943324,1,0,Urban,1
156628,0,1167954,1,1,Urban,1
94091,0,3465068,1,0,Rural,1
129919,0,6278372,1,1,Urban,1
145731,90947,6300598,1,3,Rural,1
25004,0,238395,0,3,Urban,0
118726,90947,4589976,1,3,Urban,1
166882,0,6436131,1,1,Semiurban,1
15247,90947,4171519,0,1,Rural,0
166834,0,1204536,1,2,Rural,1
126902,90947,1709627,1,0,Rural,1
60995,0,6528980,1,3,Rural,1
74423,90947,6322560,1,0,Urban,1
76969,90947,4348932,0,0,Urban,0
44052,90947,3516397,0,0,Semiurban,0
64214,90947,2763520,1,0,Semiurban,1
180391,90947,4931229,0,0,Urban,0
83858,0,5509577,0,0,Rural,0
55765,90947,3151304,1,3,Semiurban,1
170942,90947,197350,1,2,Urban,1
158538,0,780049,1,0,Urban,1
60284,0,4471386,1,3,Rural,1
65034,90947,856767,1,1,Rural,1
48161,90947,3351409,0,0,Rural,0
68565,0,5759399,1,0,Urban,0
76314,90947,5792368,1,2,Urban,1
134378,90947,106174,1,0,Urban,1
199698,0,3878313,1,0,Semiurban,1
66929,90947,5482157,1,0,Semiurban,1
23086,90947,5571837,1,0,Semiurban,1
114209,90947,216378,1,0,Semiurban,1
186851,0,1731713,1,0,Rural,1
169534,0,2152654,1,0,Semiurban,1
193841,0,5334505,1,0,Rural,1
133409,0,4505527,1,1,Rural,0
163028,0,1794718,1,3,Rural,1
97563,90947,738651,1,0,Semiurban,1
128212,0,2472127,1,0,Rural,1
120317,0,900696,1,2,Urban,1
190627,0,6012969,1,0,Semiurban,1
60602,90947,5134153,1,1,Semiurban,1
151677,0,6779025,0,0,Semiurban,0
91213,90947,708510,1,1,Rural,1
163010,0,6197798,1,1,Rural,1
127355,0,2671423,1,0,Rural,1
67545,0,4936068,1,1,Urban,0
189606,90947,163726,1,0,Urban,1
123720,0,5634911,1,0,Rural,1
30009,0,4116340,1,1,Semiurban,1
45246,0,4428024,1,3,Rural,0
43185,90947,2448242,1,3,Rural,1
139868,90947,4472592,1,0,Urban,1
101488,90947,6700431,1,0,Semiurban,1
61642,90947,1031804,1,1,Rural,1
24185,90947,4468278,1,2,Semiurban,1
79366,90947,5925320,0,1,Semiurban,0
165915,90947,2993055,0,1,Semiurban,0
32505,90947,3776782,1,0,Rural,1
43022,90947,3563217,1,2,Semiurban,0
162511,90947,5467290,1,3,Rural,1
95196,90947,6467304,1,0,Urban,1
89385,0,5152218,1,0,Semiurban,1
85272,0,2113330,1,0,Semiurban,1
181449,90947,439101,1,3,Semiurban,1
18909,90947,3582340,1,3,Rural,1
160939,90947,5135039,1,0,Urban,1
146866,0,4181909,1,3,Semiurban,1
98481,90947,4695267,1,0,Semiurban,1
73527,90947,2360558,0,0,Urban,0
161441,0,3721566,1,0,Semiurban,1
38807,90947,1395942,1,0,Urban,1
25856,90947,204970,1,1,Rural,1
152867,90947,4001117,1,1,Rural,1
177135,0,4373329,1,0,Semiurban,1
184332,0,2677338,0,2,Urban,0
156221,90947,5313915,1,0,Semiurban,1
107205,0,6738539,1,2,Semiurban,0
172400,0,2371575,1,0,Urban,1
118303,90947,5964215,1,3,Semiurban,1
84098,0,3344162,1,0,Rural,1
131382,90947,1690582,1,1,Semiurban,1
179695,0,6493832,1,2,Semiurban,1
188327,90947,2987551,1,0,Semiurban,1
134443,0,4430014,1,0,Semiurban,1
182461,90947,1916911,1,2,Semiurban,1
150278,0,4122980,1,0,Rural,1
117900,90947,6687300,1,3,Urban,1
144611,0,6252008,1,0,Rural,1
35897,90947,3280246,1,2,Rural,1
150442,90947,3442215,1,1,Semiurban,1
170117,0,543696,1,3,Semiurban,1
102236,0,919629,1,1,Urban,1
116751,0,1360515,1,1,Rural,1
136918,90947,1803685,1,0,Semiurban,1
198656,90947,4889264,1,0,Urban,1
63671,90947,2827936,1,0,Rural,1
161398,0,2313809,1,0,Urban,1
118533,90947,4039474,1,0,Rural,1
176711,90947,288180,1,0,Urban,1
75874,0,4296966,1,0,Semiurban,1
185838,0,1931945,1,0,Urban,1
167350,0,1819036,1,0,Semiurban,1
123459,90947,2729711,1,0,Semiurban,1
185655,90947,6724414,1,0,Rural,1
108679,0,3614269,1,3,Urban,1
141750,90947,3989112,1,1,Urban,1
85400,90947,5218552,1,1,Rural,1
24676,90947,1131858,0,3,Rural,0
19234,90947,1512703,1,1,Semiurban,1
167412,90947,1513065,1,0,Urban,1
127451,0,2269954,1,3,Rural,1
99259,0,2864125,1,0,Urban,1
154598,90947,4937506,1,0,Rural,1
49626,0,2460504,1,0,Urban,1
16207,90947,3027195,1,1,Rural,1
144330,0,5733867,1,1,Rural,1
97844,90947,1704914,1,1,Rural,1
67097,0,510866,1,0,Semiurban,1
135069,0,3199626,1,0,Urban,1
151501,90947,6002594,1,2,Rural,1
